5.44028744191626e-05,0.0261556585626093,0.0264244312815898,0.0262829487016987,0.0258318888392726,0.0250818143768972,0.0236764234488934,8.71261520653255e-31,2.60743219074595e-32,1.49504980752597e-37,2.07663536493214e-39,1.07118711452574e-40,3.20531895340568e-44,1.44872654185265e-47,4.0144600137284e-47,9.76156253475605e-47,1.1548679242793e-45,6.21161780316289e-45,2.80911208019045e-44,8.43673466231403e-44,4.34020298399502e-43,4.56994950299748e-43,1.84326709862235e-42,2.30571053724755e-42,1.18800554712951e-40
5.46168977721219e-07,0.000260395219942976,0.000263184670384669,0.000262153816408971,0.000257923825353945,0.00025087528089078,0.00023766390201166,1.98146763877805e-29,1.06384290822048e-29,1.64809186185009e-34,2.88959603827549e-36,1.62020110276597e-37,4.87095851650291e-41,1.93788885386542e-44,4.56288870970714e-44,1.0010828401689e-43,1.11941796804525e-42,5.73566231272117e-42,2.54509707850306e-41,7.52806031189044e-41,3.94428582588176e-40,4.152774679104e-40,1.66703287596853e-39,2.07158336024565e-39,1.10512226881749e-37
2.63995017968219e-09,1.2389238629402e-06,1.25285409895433e-06,1.25041031071326e-06,1.23168695399549e-06,1.20031819780392e-06,1.14153967486044e-06,4.63823526802983e-28,7.70305379522895e-28,1.34672203586173e-32,2.64022123073252e-34,1.62999260405889e-35,4.88751994311116e-39,1.83470762024432e-42,4.35859310340392e-42,8.59493711966701e-42,9.26714243366879e-41,4.63096685599508e-40,2.03186773177695e-39,5.97268757878371e-39,3.3681142331951e-38,3.5204744691652e-38,1.40770680225537e-37,1.73342997371617e-37,9.06516536151167e-36
8.20587449617174e-12,3.73477513370282e-09,3.77929698073883e-09,3.78244281372882e-09,3.73091192514168e-09,3.64352108255718e-09,3.47998418725875e-09,9.15286712082514e-27,3.05189792530143e-26,5.83603459957567e-31,1.31590868375581e-32,9.17633307216614e-34,2.74341869070567e-37,9.38161292320188e-41,2.34723936664115e-40,4.06631136371433e-40,4.20126960846108e-39,2.0452823751015e-38,8.86392286707537e-38,2.58115294570452e-37,1.59578323798878e-36,1.65305543346503e-36,6.58574252075393e-36,8.01392963883495e-36,4.14275293590507e-34
1.86928224085579e-14,7.99830365086596e-12,8.10095891181801e-12,8.14071285299741e-12,8.0430644655867e-12,7.87305924152705e-12,7.55586349283477e-12,1.42317728148137e-25,7.93881293628964e-25,1.66127512978425e-29,4.40511550291071e-31,3.54457756642602e-32,1.05989176062945e-35,3.40889423054451e-39,8.8117331121941e-39,1.31995941442963e-38,1.30163555350237e-37,6.17319227264105e-37,2.64120361107319e-36,7.60640028622076e-36,5.16977304315955e-35,5.30573292464527e-35,2.10985743847044e-34,2.53269997447783e-34,1.30751530948969e-32
3.66927944846988e-17,1.29422542270818e-14,1.31254105352917e-14,1.32705614923785e-14,1.31387058894469e-14,1.28954169283618e-14,1.24440498319613e-14,1.71025241029467e-24,1.46153489556277e-23,3.40064597338552e-28,1.07255767626757e-29,1.01404988741725e-30,3.05283895995761e-34,9.82569556496115e-38,2.51181526945489e-37,3.21768859465212e-37,3.02352447833886e-36,1.39821053611554e-35,5.90635624346609e-35,1.6874398923388e-34,1.24914077535489e-33,1.26910517783008e-33,5.04645986080464e-33,5.96740045599502e-33,3.10254943021477e-31
5.86101063260649e-19,1.64379003589025e-17,1.67040050051875e-17,1.70478611448137e-17,1.69253015928327e-17,1.66643889573377e-17,1.61854031879198e-17,1.58356963856442e-23,1.98702104516913e-22,5.27894120746138e-27,1.98914631387239e-28,2.24227243424433e-29,6.86730021062312e-33,2.40305090888928e-36,5.68802906947866e-36,6.21472595841068e-36,5.56522147492164e-35,2.51303034843734e-34,1.04971389929931e-33,2.98704129737851e-33,2.37307611240608e-32,2.38439171097447e-32,9.49667528956646e-32,1.10498398914168e-31,5.80567131364297e-30
1.39595213226897e-19,1.68142393403997e-20,1.71432027640988e-20,1.77538815952165e-20,1.76949233113916e-20,1.74898220793827e-20,1.71212005416565e-20,1.13798314790297e-22,2.04600428425111e-21,6.44721113418185e-26,2.90039609722275e-27,3.94076224696007e-28,1.24538234234721e-31,4.01832530184158e-35,1.04702009041166e-34,9.86312281676407e-35,8.425680372648e-34,3.72153842182913e-33,1.54095247724074e-32,4.38538826474934e-32,3.67619644959004e-31,3.6483997962916e-31,1.45627333769734e-30,1.66664501839116e-30,8.8368116756595e-29
4.30487721553853e-20,1.41135872512209e-23,1.4473982519707e-23,1.53365430031012e-23,1.53730721316434e-23,1.52707413532606e-23,1.50973399087214e-23,6.40582857442514e-22,1.61686259538216e-20,6.34130318541888e-25,3.40168970202413e-26,5.611531643546e-27,1.86257146009455e-30,6.21941018804324e-34,1.60246970760935e-33,1.31963898702972e-33,1.07661131968862e-32,4.65893064892631e-32,1.91475195007061e-31,5.46047409209031e-31,4.76834503847462e-30,4.66188943864969e-30,1.86227578932478e-29,2.09882932832042e-29,1.11731430564484e-27
1.48518520620716e-20,9.86781878586646e-27,1.02300578423294e-26,1.12289278364406e-26,1.13526382440732e-26,1.13522987976946e-26,1.13669607928777e-26,2.83427142727642e-21,9.84489584715669e-20,5.03152418394494e-24,3.26201236264724e-25,6.56126419307019e-26,2.33440487988132e-29,8.19786539808487e-33,2.07582428897504e-32,1.51512025488737e-32,1.18126217669316e-31,5.01012909940139e-31,2.04393397483379e-30,5.82630378005512e-30,5.25290354051632e-29,5.05806806187717e-29,2.01526432473213e-28,2.24344848620469e-28,1.19035814871438e-26
